NRI_ID,STATE,COUNTY,EAL_VALT,AVLN_EALT,CFLD_EALT,CWAV_EALT,DRGT_EALT,ERQK_EALT,HAIL_EALT,HWAV_EALT,HRCN_EALT,ISTM_EALT,LNDS_EALT,LTNG_EALT,RFLD_EALT,SWND_EALT,TRND_EALT,TSUN_EALT,VLCN_EALT,WFIR_EALT,WNTW_EALT
C01037,Alabama,Coosa,1097112.9706525884,0.0,0.0,0.0,659.462763724797,67688.69555234672,16467.534737098034,57690.45874499365,212023.6731318324,19738.840792786294,21900.00000000145,51801.46171252528,13172.829844676617,69426.54095664571,554997.7787896118,0.0,0.0,8753.260727849918,2792.432898495735
C01039,Alabama,Covington,30691593.92408337,0.0,0.0,0.0,238840.1039614844,92070.18201296446,25217.99670847436,245472.45164120532,25770871.303982444,2635.2429474237524,60856.003136971056,658077.1167942842,486247.9087540821,251153.7825966609,2806309.2551855594,0.0,0.0,39358.845510921135,14483.730850901688
C01041,Alabama,Crenshaw,4458911.145599544,0.0,0.0,0.0,48041.80711857478,41610.84261275933,17326.025264524145,77193.1794342934,2755542.0716220285,1946.596054386876,21899.999999999105,136443.28199323275,52298.72059662071,206817.24753049976,1091135.436904494,0.0,0.0,3129.1181129482047,5526.818355181768
C01043,Alabama,Cullman,9998988.509029223,0.0,0.0,323496.2263405007,34308.95938987045,1520163.1616015076,82408.0948967438,58242.98731939808,1010851.2621263764,157733.3028878618,32844.71493888605,279105.5482408845,66404.63050264484,1665580.8050176532,4737481.07354346,0.0,0.0,6371.316861121534,23996.425362315127
C01045,Alabama,Dale,14921451.592531042,0.0,0.0,0.0,226968.0994676362,69490.07027920341,84377.58173479381,71564.84291353708,9772291.12672692,4207.1513141460655,21900.000000000095,512283.9891877312,384080.6645899368,104586.93769467987,3628804.6375141297,0.0,0.0,12868.987831091576,28027.503277234875
C01047,Alabama,Dallas,5814903.58937205,0.0,0.0,0.0,36778.051738927206,408167.648642525,58240.33886452127,346114.6604062826,1532961.4194592887,8510.06425999501,21899.99999999952,200354.87167226605,409465.93010407686,278513.94073283614,2501063.3790056533,0.0,0.0,7634.126562051274,5199.157923626926
C01049,Alabama,DeKalb,8895997.914076686,0.0,0.0,520939.02600717166,96192.03836422531,1353658.0875384915,151397.7844964383,51713.20190838016,660929.4612396323,171091.77364253296,21900.0000000004,202226.987720918,595555.0746940196,772002.4324843218,4126550.0155347446,0.0,0.0,7832.536879360938,164009.49356644985
C01051,Alabama,Elmore,7168981.945434228,0.0,0.0,0.0,44247.892266007104,330644.29072357813,126888.17427342216,791124.8955191497,1234403.3121596046,20492.206090763237,21899.999999999975,608021.1980704349,1016105.1476038288,365829.26230312383,2584442.7816258217,0.0,0.0,14673.718285685734,10209.066512807847
C01053,Alabama,Escambia,37431706.868920974,0.0,0.0,0.0,208308.4236327612,111464.81496316587,32011.11279859868,1349608.2526000016,31296851.797099117,1535.8330506965283,21900.000000003423,679388.6414490817,577891.5235596049,301244.31933938916,2551455.8051926885,0.0,0.0,285651.28411410184,14395.061121768824
C01055,Alabama,Etowah,20000074.75921672,0.0,0.0,0.0,12081.094468203139,1806832.90435388,48380.55709508073,777213.6621733988,646274.916168443,17831.78732701379,156042.23144652377,142026.79551026513,39000.74198590811,1042251.6351554136,15281825.040052472,0.0,0.0,6031.240553939513,24282.152926177838
C01057,Alabama,Fayette,2653388.92388642,0.0,0.0,0.0,9760.677269580632,323441.63888669683,34818.29801836387,147139.1454538034,302664.9208970578,78045.45806491934,21899.999999999804,94568.07523217544,30098.16121673193,236603.6725546688,1365378.6718691422,0.0,0.0,3702.7099160300727,5267.494507249758
C01059,Alabama,Franklin,7841248.036867912,0.0,0.0,135169.7536456946,1136.264856874376,829068.256491667,106164.22652577114,271784.2604258425,269469.99007575,48352.15692172107,21899.99999999972,166420.9358713414,64364.077959326765,652900.8247911998,5250680.960286405,0.0,0.0,6270.455467928024,17565.873548390682
C01061,Alabama,Geneva,7956236.67334404,0.0,0.0,0.0,386296.2745478333,63449.62649723206,41374.7998715768,38739.00404310298,5314924.782216145,2051.28696931246,21899.999999998076,302135.41822942294,809106.3823978637,214718.98607645516,730616.931175637,0.0,0.0,16344.39579680372,14578.785522657136
C01063,Alabama,Greene,1590700.7620169204,0.0,0.0,0.0,7780.801652417362,187829.4525289344,84950.92540189881,56838.413900576525,314035.9550468455,2888.5262429612126,21899.999999991247,54213.69017340212,51475.423748272566,108038.71226497275,688425.4014783492,0.0,0.0,2609.683588941447,9713.775989357213
C01065,Alabama,Hale,2589659.8487039455,0.0,0.0,0.0,5391.113715116547,238773.27435530917,61711.35299834624,133076.57658381425,432736.29160351946,3618.4401507431767,21900.000000001863,107321.67288712141,103670.3198756673,169953.36897360356,1302510.9255647666,0.0,0.0,4605.534931047065,4390.977064889987
C01067,Alabama,Henry,5333746.700362371,0.0,0.0,0.0,456152.91781608947,35530.24187321404,33023.61239878498,31358.006971642528,2904107.4267529454,1693.219716914629,21900.000000000113,132739.61598792084,89398.5675711231,105337.01556497312,1498756.4457247811,0.0,0.0,5177.3250008046125,18572.304983177415
C01069,Alabama,Houston,38105374.710543886,0.0,0.0,0.0,613764.8473968925,323046.991750415,53688.84930569931,233592.18504957572,22825537.42649723,8527.121856329164,21900.000000000604,661834.3760395537,3431780.8805671823,658262.2090217194,9186825.511776272,0.0,0.0,31218.46198520861,55395.84929781599
C01071,Alabama,Jackson,9680584.20567195,0.0,0.0,433750.18679809343,120733.900425873,1299079.5418146355,110191.18776787812,37971.44500364931,280076.73525648646,167990.31071015404,49085.527639356325,258303.48776135073,531291.5969662457,603027.9331757408,5672042.882828956,0.0,0.0,4869.972702419829,112169.49682111092
C01073,Alabama,Jefferson,116180224.81515792,0.0,0.0,0.0,2460.678176175856,9191300.36504976,148892.99351740783,2983064.3790328167,3589016.8293681554,36115.02385933505,175828.11074987677,852228.8330295298,48120216.43709928,1141193.0158017525,49838905.93810955,0.0,0.0,52147.0419370576,48855.16942725336
C01075,Alabama,Lamar,2791561.280905164,0.0,0.0,0.0,20010.03571976763,365902.9636196743,102729.61496568704,68142.80607720146,252408.93007939847,89704.35123156603,21900.000000000255,204568.0309075385,167227.9699204406,247821.820168132,1225089.6729996407,0.0,0.0,3189.08841218678,22865.996803930266
C01077,Alabama,Lauderdale,14935968.876885377,0.0,0.0,309000.2670224859,7527.362307162376,3778783.448554147,81539.68018945488,884378.9982565638,387004.2524331156,122019.63926473827,21899.99999999983,403172.7768527549,1242796.5325287199,726302.7472510753,6905773.284789545,0.0,0.0,10255.99160288726,55513.89583272424
C01079,Alabama,Lawrence,7351726.342925475,0.0,0.0,157164.69020033855,14765.0318044787,891174.5594138236,64046.982450453914,343197.1364125287,261559.98126393565,39957.1855383044,21900.000000000968,184866.3015216867,213415.13846741203,498399.9107585235,4639501.572641237,0.0,0.0,3738.263043516929,18039.58940923567
C01081,Alabama,Lee,11371794.136968015,0.0,0.0,0.0,88899.02383493462,830286.758055872,79046.6453685592,1568359.977492067,4124307.4561847593,22668.86828358214,122399.99999999996,645531.602849463,630528.0257680527,593265.7284199725,2616734.7728692433,0.0,0.0,34815.13748121138,14950.14036029982
C01083,Alabama,Limestone,13526670.461935015,0.0,0.0,315475.4778629728,241274.47711842705,3138568.6740764515,70690.12436347114,771141.2238825383,342033.82555286767,190105.6034132556,21899.999999999072,369730.4855802456,500482.6921173271,947713.3163118009,6416602.874038561,0.0,0.0,20180.050404896927,180771.63721220024
C01085,Alabama,Lowndes,2143444.9691205565,0.0,0.0,0.0,153142.61434946558,55102.18616948927,33415.31868267535,72581.86425741376,413308.9447292381,2405.09861862712,21900.000000007032,101624.75959729347,69632.24834947017,134975.65134879466,1075560.45983217,0.0,0.0,2710.437615709084,7085.385570203055
C01087,Alabama,Macon,2105176.7531111515,0.0,0.0,0.0,49914.08922282485,102968.31280176553,64279.751319571405,175838.91073981483,775802.0039785795,5546.999357177414,21900.000000000255,88931.9940326688,42023.210444773504,116399.5477581666,651821.9075081235,0.0,0.0,7499.100769597201,2250.9251780877435
C01089,Alabama,Madison,51812145.17704897,0.0,0.0,941983.8114081464,22252.799281666063,8827793.580441562,217454.2860931857,4549673.198799211,1056062.2606387215,505291.57738965406,122399.99999999978,2751760.0196376657,1109924.9053001525,2094894.8556121304,28769089.718368948,0.0,0.0,59079.66574549173,784484.4983324317
C01091,Alabama,Marengo,3785109.60049108,0.0,0.0,0.0,28636.747567696053,253965.0958465183,44338.271026602495,92496.02092720105,1015076.7911318876,5626.473695456748,21899.99999999716,58921.71971107823,87297.07396367224,270048.7470570127,1881755.2601614008,0.0,0.0,4883.200003009673,20164.199399546727
C01093,Alabama,Marion,6152436.155308262,0.0,0.0,0.0,646.6573461101278,806201.7463519545,132169.05403083627,170733.58589431448,366250.5151627663,41232.741926086,21900.00000000036,216282.43589147652,73458.82084630382,433438.804504426,3870473.422868648,0.0,0.0,4109.592834696292,15538.777650643768
C01095,Alabama,Marshall,20883737.68569901,0.0,0.0,211026.8425977151,16315.348853947817,1757438.0415869122,111328.13929071728,606371.1862206833,781042.9944449074,168955.52161570938,21900.000000000327,477201.3623766407,174295.21732977056,1342570.9437350105,15176078.200290035,0.0,0.0,6303.09632067732,32910.79103628055
C01097,Alabama,Mobile,274696080.40454966,0.0,317948.4004815032,0.0,417807.9760524088,1079375.946889262,231491.02243968693,3664831.457615437,241498286.67264843,95892.47376138496,21900.00000000056,3354159.8749483484,11760409.00829415,302839.70610247133,8196571.662009316,0.0,0.0,3642569.615149045,111996.5881582632
C01099,Alabama,Monroe,6187000.3837832995,0.0,3.962208140008429,0.0,87285.9855238948,71008.891943026,33337.057713652,129535.8854933962,4411772.765202604,1604.946690127706,21900.000000000815,242864.31240672647,33569.65576810035,123486.474036048,1004203.270800426,0.0,0.0,18029.208652559413,8397.967344597217
C01101,Alabama,Montgomery,24492881.537972298,0.0,0.0,0.0,31094.5712375042,2031318.7823503537,55506.64955626561,3080672.628859045,5167759.120874112,55425.606705856735,21900.00000000026,819798.0446440154,437957.5238742154,1470160.519210993,11277463.16050224,0.0,0.0,27910.84969602932,15914.08046166474
C01103,Alabama,Morgan,29949120.789678887,0.0,0.0,347454.99034846574,34182.301126647246,3281614.489147915,105926.7157845216,1142830.464051212,728555.3845351619,177230.15037286654,21899.99999999968,272700.79697955324,1308289.1334416443,1555997.0549163618,20730733.287342,0.0,0.0,11801.371418989827,229904.65021354996
C01105,Alabama,Perry,1420937.0073277927,0.0,0.0,0.0,15690.338437351707,106866.82109979112,27635.46821160368,47484.37570177444,378090.76596129703,1105.6607194142844,21899.999999999654,46695.96659072774,13333.96783207124,60524.37015375957,697755.8851196154,0.0,0.0,1736.1641993675591,2117.223301019275
C01107,Alabama,Pickens,3566373.275292647,0.0,0.0,0.0,49891.8961194532,384079.25488667306,71762.1883477359,150600.0614260685,438096.8583554852,8485.520588903004,21899.999999998752,185999.8846905034,228922.12958851588,190185.9537120352,1804601.408439646,0.0,0.0,3572.0248612167165,28276.09427641245
C01109,Alabama,Pike,7675302.416577243,0.0,0.0,0.0,160662.1091026357,119844.35025552928,87350.04722379158,231958.64572323425,5153292.902527102,4923.078986298653,21899.999999999043,300016.1564096663,19930.767227049502,505378.01477565535,1053078.849820757,0.0,0.0,5066.100542667997,11901.393982856434
C01111,Alabama,Randolph,2740496.1317694294,0.0,0.0,0.0,8452.681010973532,119151.2427322822,52287.97862736432,123269.96953385998,674444.8019312401,19528.17452868153,21900.000000001062,78447.63178554425,137796.19904990215,124778.59199375485,1346029.806095752,0.0,0.0,26094.143732714983,8314.910747358781
C01113,Alabama,Russell,3501084.2358281803,0.0,0.0,0.0,232915.5226986876,136830.7265683737,132242.79303963875,414622.3600208504,1044399.673725494,8615.478163182057,21899.999999999967,163994.424434948,103245.46892293016,104646.97895674215,1104108.233951614,0.0,0.0,10380.099302207718,23182.47604351224
C01115,Alabama,St. Clair,11707231.053386273,0.0,0.0,0.0,15531.65557470998,836837.2210415349,35705.72953529114,819690.183436001,422859.1466713523,20356.667416541422,122399.99999999996,588219.7318932235,332110.146665322,833212.637777931,7649836.645347082,0.0,0.0,7705.580205283452,22765.707822001106
C01117,Alabama,Shelby,36352515.057478815,0.0,0.0,0.0,27913.62660493916,2414236.4104588,120721.6820850548,2010384.7340223123,1857938.477224874,45135.710939042394,163642.3520045693,257700.18214066565,409527.88945451175,1175816.8960009355,27791240.130653054,0.0,0.0,33069.63677868677,45187.329111372565
C01119,Alabama,Sumter,4190526.797626489,0.0,0.0,0.0,25887.09002184581,365782.76785668015,39078.21766631537,91004.91887713465,825746.9335961348,5197.91614014418,21899.999999995747,86109.05695283391,363976.79681504687,278218.2172950468,2064340.956262612,0.0,0.0,5930.146583991387,17353.77955870725
C01121,Alabama,Talladega,9905630.371885512,0.0,0.0,0.0,23307.11958893048,793555.3017081484,64786.72897697435,458350.5569563968,1297943.064944633,17651.776069350264,122400.00000000001,479531.56086579774,119915.99390732584,347624.5694640062,6136090.5230212575,0.0,0.0,11787.763898302572,32685.412484388147
C01123,Alabama,Tallapoosa,4603658.43575143,0.0,0.0,0.0,7494.578999989983,312735.9535256349,39621.39659354778,372712.941353094,1559755.3533892813,16170.56851430204,21899.999999999807,319946.2304902159,72266.98210486273,103030.79705401413,1750802.752569572,0.0,0.0,18410.195239961588,8810.685916953542
C01125,Alabama,Tuscaloosa,30020870.19743704,0.0,0.0,0.0,11720.8864479023,4085212.276005076,94273.90378306073,3327342.458365249,3248705.031933696,54976.661213161125,144212.56224804863,559575.1079508262,1493574.2508935744,808621.1224939817,16126298.562916825,0.0,0.0,21234.459039562906,45122.914146079485
C01127,Alabama,Walker,10724774.103027774,0.0,0.0,0.0,6551.303560364597,1393131.0899436632,308666.6014087671,589104.1984312134,322747.04532244045,161037.0271384647,122399.99999999972,110162.5061740052,247962.79086258216,901494.0663518748,6534842.318423715,0.0,0.0,8025.068465747902,18650.08694493378
C01129,Alabama,Washington,6719705.821168261,0.0,37.90083508097409,0.0,28396.51774036955,58155.5691039795,172682.6028608034,129244.9099771367,4268157.885314985,30273.67889485643,21899.999999996475,67313.32395363836,132661.01672986266,335760.09421981487,1351516.5887510872,0.0,0.0,114340.04737088551,9265.68541576316
C01131,Alabama,Wilcox,1994918.3241464065,0.0,0.0,0.0,11553.210603354428,63920.86228835878,9009.633107199139,68986.48463770075,866900.7628912115,1479.3216666301123,21900.00000000152,64816.22576833368,61949.29575138887,117868.13376922588,695373.5645713601,0.0,0.0,4258.46446357195,6902.364628069153
C01133,Alabama,Winston,3943352.7005405,0.0,0.0,0.0,243.15930275209692,735620.8187969987,66485.32120931531,212029.15483908288,234462.5315435749,28100.7027990136,21900.000000000626,149248.94261917632,38839.47085342128,447618.5088253948,1994037.0276238064,0.0,0.0,5275.944604874472,9491.117523088817
C02013,Alaska,Aleutians East,561473.136898756,61611.67605368866,0.0,0.0,0.0,310566.27985917847,0.0,0.0,0.0,756.0252829218429,0.0,0.0,0.0,0.0,46.87284362074723,36662.19519421545,139545.32155287155,3.266821900414677,12281.499290358706
C02016,Alaska,Aleutians West,3040322.2891704086,0.0,0.0,0.0,0.0,2327259.1403199304,0.0,0.0,0.0,1166.2199049750948,0.0,0.0,0.0,0.0,4.003625298291592,243634.8973026066,455321.74366374814,0.0,12936.284353850291
C02020,Alaska,Anchorage,78447405.01561657,1382629.3944750002,8685.405638266113,0.0,0.0,76176970.24508782,16736.913899465173,0.0,0.0,22639.59116011476,0.0,0.0,319963.9425771141,0.0,170.19143390612473,0.0,0.0,482033.68569397,37575.64565091458
C02050,Alaska,Bethel,1411009.3135550884,61611.67605368866,0.0,83251.72801435657,0.0,46473.50471413367,55.81288781761594,0.0,0.0,1741.3540492759644,0.0,0.0,857066.7443128214,81.86886080167837,720.0462447690293,0.0,50.6923715855968,266381.33211300225,93574.55393283577
C02060,Alaska,Bristol Bay,92555.66812088728,0.0,0.0,0.0,0.0,62800.966583932735,0.0,0.0,0.0,154.8728689312402,0.0,0.0,0.0,0.0,1.290512891370139,0.0,5179.311786814579,19538.639945276664,4880.586423040686
C02063,Alaska,Chugach,1257506.9471145258,36967.005647,3104.8751572136807,4418.317757872984,0.0,1168443.3445248327,27.19473152348291,0.0,0.0,1198.330169089801,0.0,0.0,1161.6624986132047,0.0,2.888909956788229,8935.700939763692,0.0,546.9505406754371,32700.676237984004
C02066,Alaska,Copper River,418396.8376549455,36967.005647,0.0,0.175750416707452,0.0,255829.44562643085,25.332912131704585,0.0,0.0,459.8745735201997,0.0,0.0,0.0,0.0,1.36170995510681,0.0,28373.235889329175,94824.9825297556,1915.4230164061985
C02068,Alaska,Denali,1652820.4060146064,758667.4022863199,0.0,4388.899052261306,0.0,332496.55359347205,8.597110431892522,0.0,0.0,152.5582423069901,0.0,0.0,0.0,0.0,1.681233278355873,0.0,0.0,557069.2475827761,35.46691375991553
C02070,Alaska,Dillingham,319270.6514021554,61611.67605368866,8540.454045198305,0.0,0.0,26320.05152282809,3.483475118678619,0.0,0.0,890.5422421735126,0.0,0.0,189504.552442596,0.0001443036032,3.293747030702529,0.0,0.0,20257.113419235608,12139.48430998222
C02090,Alaska,Fairbanks North Star,21344227.344370216,0.0,0.0,1119509.9262458635,0.0,8551432.528699929,1089.157036565127,0.0,0.0,9558.431115193096,0.0,0.0,603367.2865302868,0.0,61.28232207260818,0.0,0.0,11056562.351805365,2646.380614939716
C02100,Alaska,Haines,604765.1911313509,184683.375815,0.0,0.0,0.0,388620.6074850064,0.0,0.0,0.0,4894.849122765383,0.0,0.0,90.92414871751411,0.0,1.926184822023395,1915.701012504486,0.0,410.86979550337537,24146.937567031677
C02105,Alaska,Hoonah-Angoon,676945.9175752361,184661.95321,1251.310744719705,0.0,0.0,465197.09198533127,0.0,0.0,0.0,5350.551963822019,0.0,0.0,11765.591917270349,0.0,1.594253706451647,731.0033688161229,0.0,701.439575603287,7285.38055596711
C02110,Alaska,Juneau,2333356.7526419195,184683.375815,26339.022595434813,0.0,0.0,1753262.5249880436,0.0,0.0,0.0,74099.92564059718,0.0,0.0,126654.24731632131,0.0,20.49888412451501,1944.333954722016,0.0,5645.278874642271,160707.54457303375
C02122,Alaska,Kenai Peninsula,35999830.206313066,1841331.9437070289,12076.12694993014,0.0,4.665301915525107,20335335.064811558,2242.2046457089664,0.0,0.0,11298.726055351506,0.0,0.0,2230474.5637960173,0.0,45.562669386019046,169077.59490399432,5234491.160816485,6094122.424157539,69330.16849816035
C02130,Alaska,Ketchikan Gateway,145174.01147226858,0.0,0.0,0.0,0.0,109927.53866070988,0.0,0.0,0.0,12728.288642293423,0.0,0.0,1743.0533363611398,0.0,9.188218154564224,0.0,5.423089487551878,2535.698433559065,18224.82109170293
C02150,Alaska,Kodiak Island,7988514.426622278,0.0,0.0,0.0,0.0,7857645.570533486,0.0,0.0,0.0,3097.248419969935,0.0,0.0,0.0,0.0,11.14438539351185,32131.86954326748,5640.063227453364,4686.740091009651,85301.79042169696
C02158,Alaska,Kusilvak,376584.590900608,0.0,0.0,508.1316910275993,0.0,26126.920693305543,0.106705815249535,0.0,0.0,1376.7624373017802,0.0,0.0,268549.8562001018,0.12049648631383,35.81333702857884,0.0,0.0,20391.351019117206,59595.52832042397
C02164,Alaska,Lake and Peninsula,274680.3230207555,32244.834260108844,0.0,0.0,0.0,138528.058461446,0.012641562395122,0.0,0.0,211.88673195786487,0.0,0.0,651.9223989213092,0.0,3.690258016700929,1988.9513975308691,82329.96533233758,11099.737364727784,7621.264174146157
C02170,Alaska,Matanuska-Susitna,30582686.383793067,1823094.4528874971,0.0,0.000997081356158,0.0,26206432.181336645,4363.915106828848,0.0,0.0,12764.479785464398,0.0,0.0,672137.8850323288,0.0,73.54590191104244,0.0,5806.808622592835,1857702.3789584208,310.7351642949611
C02180,Alaska,Nome,446609.75968130666,61611.67605368866,14644.899566029571,43124.52949100657,0.0,120258.89250273256,0.0,0.0,0.0,1907.8647133661393,0.0,0.0,41872.680624722736,0.0,5.475692796079146,0.0,0.0,15494.61220399377,147689.12883297054
C02185,Alaska,North Slope,911091.7091334561,246446.7042886886,0.0,594312.7145528591,0.0,12153.56194561978,0.0,0.0,0.0,1890.1019635163768,0.0,0.0,0.0,0.0,5.814307166870915,0.0,0.0,2724.555466100584,53558.25660950505
C02188,Alaska,Northwest Arctic,311751.2705006581,0.0,5314.262280031768,70475.09149309187,0.0,79244.42051673014,0.0,0.0,0.0,1349.0014430473457,0.0,0.0,33934.79055188666,0.0,3.699464263736076,0.0,0.0,64212.02729179498,57217.97745981159
C02195,Alaska,Petersburg,139290.9956870367,61611.67605368866,877.3218317745825,0.0,0.0,18419.30135697901,0.0,0.0,0.0,7789.991886159087,0.0,0.0,41182.7358681305,0.0,2.099900683220493,0.0,0.0,879.2279553779491,8528.640834243668
C02198,Alaska,Prince of Wales-Hyder,117260.4130638982,0.0,0.0,0.0,0.0,104611.43590001397,0.0,0.0,0.0,5476.6224950463375,0.0,0.0,0.0,0.0,3.684864632389383,0.0,96.92245769418125,1536.2223499438103,5535.524996567528
C02220,Alaska,Sitka,1987260.6030699608,61611.67605368866,13065.516797104992,0.0,0.0,1600823.295870843,0.0,0.0,0.0,15875.76088102128,0.0,0.0,230289.60286596196,0.0,5.804569745985786,53604.35751934005,0.0,1680.160846341723,10304.427665913356
C02230,Alaska,Skagway,350349.01142178156,184619.077342,0.0,5572.410839976672,0.0,138613.74575851104,0.0,0.0,0.0,246.12756878050484,0.0,0.0,130.51757470679823,0.0,1.127065823526669,8847.953096869538,0.0,750.508051997534,11567.544123115938
C02240,Alaska,Southeast Fairbanks,5624448.33215288,485150.871228,0.0,19198.055888877396,0.0,486910.09771059506,20.005148359532665,0.0,0.0,564.0655160678433,0.0,0.0,233016.9092685009,0.0,5.04179053177597,0.0,0.0,4399455.572371063,127.71323088423193
C02275,Alaska,Wrangell,82447.46368794377,61611.67605368866,5105.565002989712,0.0,0.0,4730.521486006378,0.0,0.0,0.0,2047.7365522228504,0.0,0.0,3325.6334401861805,0.0,1.351783337926154,0.0,1.150141553428989,265.32841262915053,5358.500815329496
